question,answer,intent,label
코로나 증상 ㅠㅠ 콧물나고 제채기 나요 머리도 살짝 아프고요ㅠㅠ 코로나 아니길 넘 무서운데 코로나 증상인가요ㅠㅠㅠ,코로나를 증상만으로 알수는 없습니다만 코로나는 아닌듯 하니 경과를 지켜보세요 너무 걱정마시구요,경미한 의심증상,2
코로나 증상 한 3일 전 목이 근질근질더리다가 나아졌는데 지금 약간 두통이 있습니다 열은 없습니다 혹시 코로나일 수도 있나요?? 코로나 증상 좀 자세히 알려주세요!,코로나를 증상만으로 알수는 없습니다만 코로나는 아닌듯 하니 경과를 지켜보세요 너무 걱정마시구요,경미한 의심증상,2
"코로나 증상 이거 코로나 증상인가요.. 저 가래도 나고 숨쉴때 뭐랄까 목쪽이 좀 간지럽달까? 그래서 원래 숨을 후-하 이렇게 쉬면 저는 후우우우!!-하아아아ㅏㅇ, 진짜 코로나인가요? 코로나 증상들좀 알려주세요ㅜㅜ","코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한 및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",증상 질문,0
"코로나 의심증상 , 딱히 없고 그냥 코막힘 목 아픔인데 오늘 너무 아파서 보건실 갔는데 진짜 소리치시더라고요 학교 도대체 왜 왔냐고.. 집 바로 앞에 소아과 병원 있어서 거기서 감기 그냥 진료 받고 감기 약 받으려고 하는데 코로나 검사 받아야 하는거에요? 누가봐도 감기인데 굳이 코로나 검사 받아야 하나요 ㅠㅠ","근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
증상 같은 것은 없구 코로나 검사 결과가 필요해서 토요일에 검사하러 가려는데 궁금한 것이 있어서요ㅠㅠ.. 서구보건소 코로나 검사 비용은 어떻게 되나요?,"코로나 검사의 경우 사회적거리두기 2단계 이상 시(또는 별도 공지 기간), 역학적 연관성이나 증상 유무와 관계없이 코로나 19 진단검사가 가능합니다. 현재 선별진료소에서의 코로나 검사는 무료이며, 선별진료소가 아닌 병원 등에서는 검사가 유로로 진행되고 있습니다.",코로나 검사 비용,13
코로나 검사 결과는 문자로 통보해주나요?,선별진료소 코로나19 검사 후 국문결과지 발급 가능한 보건소도 있으니 검사를 받았던 보건소로 문의 부탁드립니다.,검사 결과 수령,54
"이거 코로나인가여 ㅠㅠ 어제 저녁 낮잠잔 후 몸이 찌뿌뚱해서 그런가보다 하고 가만히 있었는데 두통까지 와서 약먹고 잤어요 근데 오늘 아침에 몸살기운처럼 찌뿌뚱하고 두통 있어서 (인후통,기침 이런건 없었어요) 혹시 몰라서 코로나 검사 받고 왔는데 이거 코로나 인가요 ..ㅠㅠ 아까부터 계속 물설사? 물똥? 싸서","근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
위드 코로나 2단계 콘서트 안녕하세요. 우리나라 위드 코로나가 너무 복잡해서 질문 드립니다. 저희 가족이 위드 코로나 2단계 후에 이승철 콘서트를 갈까 생각중인데 혹시 위드 코로나 2단계 해도 콘서트 중에 떼창은 금지인가요? 아시는 분 답변 부탁드립니다ㅠㅠ,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
코로나 증상 엊그제부터 약간 미열이 있고 인후통도 좀 있고 오한이 좀 있었어요 근데 오늘 아침에 열을 재니까 39도에요 혹시 코로나 증상인가요?,열이 고열이고 증상으로는 코로나증상과 유사한걸로 보입니다. 요즘 환절기라 독감과도 증상이 유사하고 감기몸살로 오한이 있을수있습니다. 코로나검사를 받으시길 추천드려요.,주의단계 의심증상,3
11월 위드코로나 11월 1일부터 바로 시작되는건가요? 정확한 시기가 언제인가요? 11월 위드코로나되면 마스크안써도되나요? 초안도 궁금합니다.,위드코로나 단계가 진행되어도 여전히 마스크는 착용해야합니다.,위드코로나 마스크,28
"코로나 백신 접종 예약번호 제가 코로나 백신 접종예약번호 확인하려면 어떻게 해야 하나요? 이번에 코로나 백신 접종예약했는데, 예약번호가 있어야 조회나 취소 등이 가능하더라고요, 문자로 왔던 것 같은데 제가 코로나 백신 접종예약번호를 모르고 지워버렸네요 ㅠ 카톡으로도 확인이 안되던데, 확인 방법 좀 알려주세요!",[코로나 백신 예약번호 조회] 코로나 백신 예약 후 예약번호 조회 확인은 코로나19 백신사전예약 홈페이지 또는 질병관리청 COOV(코로나19 전자예방접종증명서) 앱 설치 후 상단의 '코로나19 예방접종 예약서비스 > 예방접종'란으로 이동하시면 상세 예약 일정 및 예약 번호 확인이 가능합니다.,백신 예약 확인,81
2022년 1월에 뮤지컬을 보러 가기로 했는데 뮤지컬도 백신을 맞아야만 들어갈 수 있는 건가요? 제가 듣기론 위드 코로나가 코로나 완치자와 19세 미만 청소년 등에게는 해당사항이 없는 걸로 알고 있는데 확실하게 알고 싶어서요,백신패스에 대한 다른 사람의 글을 추천해 드릴게요. https://onebeat.tistory.com/107,백신패스,79
"코로나 자가격리 지원금 질문 코로나 자가격리 지원금이 두가지인가요? 코로나 입원/격리자 유급휴가비용 코로나 입원/격리자 생활지원비 저도 이번에 자가격리 들어갔는데, 저는 코로나 입원/격리자 생활지원비 이거 신청할려구요 유급휴가비용은 어떤경우 인가요? 저는 회사에서 자가격리라고하니깐 재택근무로 빠지던데",코로나 자가격리 대상자 기준 / 코로나 자가격리 생활수칙 [가족 동거인 포함] / 자가격리 지원금 규모 / 생활지원비 신청 / 지원금 제외 대상 / 자가격리 위반시 처벌의 자세한 정보는 다음 링크에 있습니다. https://procondition99.tistory.com/668,자가격리 수칙,67
위드코로나관련! 위드코로나 11월1일부터 어디어디를 갈때 코로나검사를 해야하는지 궁금합니다. 고용센터도 코로나 검사받고 들어가야하나요?,"위드코로나는 코로나19의 장기화에 따른, 코로나19를 예방하며 일상생활을 해야 하는 시기 또는 정책입니다. 때문에 감염확산을 막기 위한 절차는 그대로 진행합니다.",위드코로나 검사 시행,27
코로나 검사에 관하여 코로나 위험지역에 갔다가 바로 검사했을때 그 결과를 믿어도 되나요? 예를 들어 코로나에 감염되고 몇 시간 뒤에 검사해도 확진판정이 나올수있나요? 또 코로나 감염이 우려되는 곳에 갔다 와서 몇시간 이내로 바로 검사해도 코로나 확진을 받을수있나요?,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
"코로나 증상 월요일 아침부터 목이 부어있었고 월요일에 학교 다녀오고 밤에 선생님께서 다른반에서 코로나 확진자가 나와서 검사를 받고 왔는데 지금까지, 나니 콧물도 나고 가래도 끼고 두통이 있습니다. 열은 아침이랑 동일하게 36.7 도 예요. 이거 코로나 증상인가요?","근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
"코로나 음성, 양성 문자는 언제 오나요?",코로나 19 검사는 2가지 종류가 있습니다. PCR검사와 신속항원검사입니다. PCR검사의 경우 24시간이내 결과가 발급되고 신속항원의 경우 30분 이내 결과가 발급됩니다.,코로나 검사 기간,15
"코로나 아니겠죠.. , 그리고 진짜 가끔씩 기침도 나는데 왜 그러는걸까요, 목감기 걸렸을때부터 열 쟀을때는 37.1~37.2 나왔구요 오늘은 갑자기 37.6이네요.. 일요일에 저희 학교 전교생 다 선제검사로 코로나 검사 하기로 했는데 제가 내일은 코로나 검사를 못하거든여.. 코로나는 아니겠죠..?","근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
"코로나 증상인가요?, 37.5도 정도로 계속 열이 나구요.. 코로나 검사를 해보고 싶은데 맞으면 입원해야하고 필리핀에서 코로나로 입원하면 병원비가 너무 비싸서 이러지도 저러지도 못하고 있어요… 코로나 증상이 맞나요..? 아니면 단순 몸살 감기 일까요? 아 저는 한달전 백신 2차 모더나로 접종을 끝낸상태입니다.","근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
위드코로나 노래방 안녕하세요 11월부터 시행되는 위드코로나때 백신 1차 맞았는데 코로나 검사해서 음성증명서가 있으면 새벅까지 시설 이용이 가능한가요?,"네 유흥시설포함 대부분의 시설들이 정상영업할 수 있습니다. 위드코로나는 코로나19의 장기화에 따른, 코로나19를 예방하며 일상생활을 해야 하는 시기 또는 정책입니다.",위드코로나 정상 영업,30
저 코로나 인가요..? 모양은 아래처럼 생겼고 체온을 잴때마다 체온이 달라지고 거의 37도 이상 37.5도 미만으로 나오는데 학교 같은반에 코로나가 있어서 자가격리 중이거든요 ㅠㅠ 너무 불안해요 36도 나올때도 있고 손목재니까 35.6나오고요 ㅠㅠㅠ 저 코로나 일까요..? 아무증상 없이 열만 나는 코로나 있나요..?,확진자와 접촉하였다고 바로 검사 양성이 되지는 않습니다. 적절한 검체 채취 및 검사 방법을 하지 못하면 음성으로 나오기도 합니다. 코로나 증상은 다음의 내용을 참고하십시오. https://www.youtube.com/watch?v=UeEY9eLGJrM,확진자 접촉 경미,8
위드코로나 질문 위드 코로나 오늘 발표한다는데 뭐라고 발표했나요? 위드 코로나 확정인가요?,현재 위드코로나 진행 중입니다. 비수도권 지역 같은 경우에 현재 사적모임 12명까지 가능합니다. 단 미접종자는 최대 4명까지.,위드코로나 여부,33
"삶이 무기력해지고 좀 힘이빠지는데 혹시 코로나 의심증상인가요? 열,기침은 없고 두통도 없는데 설사는 있어요 코로나 일까요..?",코로나 19 주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다 증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가 38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다.,증상 질문,0
